Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
DIP,University of Tasmania,Distance Hobart,Graduate Diploma of Healthcare in Remote and Extreme Environments (M6Y),College of Health and Medicine,,,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/m6y,English,A,,,Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,University of Tasmania,Hobart,Graduate Diploma of Leadership (Health and Human Services) (M6S),College of Health and Medicine,,,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/m6s,English,A,,"Middle and senior leadership/management positions within the health and human service system including: clinical leadership positions professional discipline leadership positions, operational management positions within government and non-government organisations, senior policy and administrative positions within government and non-government organisations, service planning & commissioning roles within government and private practice leadership & management.",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,University of Tasmania,Domestic,Graduate Diploma in Public Health (M6O),College of Health and Medicine,"28,450",,AUD,Year,2,Years,,,,,,,https://www.utas.edu.au/courses/m6o,English,A,"This program introduces and consolidates fundamental principles of public health in Australia and globally. It encourages students to think broadly about the factors that affect health and wellbeing including social, environmental, cultural, economic, political and structural issues. It aims to provide students with the knowledge and skills to address challenges to public health through effective public health practice that is collaborative and multidisciplinary.",The Masters of Public Health will strengthen the careers of health professionals in the discipline ofpublic health and offer other graduates the opportunity to pursue a career in public health.,Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,University of Tasmania,Domestic,Graduate Diploma of Quality Services (Health and Safety) (H6Q),College of Health and Medicine,,,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/h6q,English,A,"The School of Health Sciences, aims to create an educational environment which values critical, reflective thinking, life-long learning, acquisition of generic attributes and professional development. This course contextualises the advanced knowledge and skills for students to understand the importance of and participate in quality and safety in Healthcare delivery. In the Graduate Diploma of Quality Services research units are introduced which extend abilities to generate and transmit solutions to complex quality and safety in healthcare problems. Course objectives are intended to:","Graduates may find employment in hospital administration, health administration or risk and quality assurance management.",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Hobart,Bachelor of Nursing (H3N),College of Health and Medicine,"105,456",,AUD,Year,3,Years,ATAR,,,": Hobart (65), Burnie (60), Launceston (60), Sydney (4 year) (60)",,,https://www.utas.edu.au/courses/h3n,English,A,Graduates of the Bachelor of Nursing complete the degree equipped with the theoretical and practical skills required by for their future career as a Registered Nurse.,"""If you have the passion for people and health and you’re thinking of heading back to study – go for it!There are so many postgraduate options in nursing and I’m keen on critical care nursing, particularly burns and trauma, so the experience at a metropolitan hospital will help me determine if this is where I want to head.”– Joel Cresswell, AlumnaBachelor of Nursing",Australia,Yes,Yes,,Yes,Yes,,Children and Young People NUR355,Foundations of Nursing 1 NUR132,Complex Care NUR353,Safety and Quality in Medication Management NUR241,Nursing Practice 4 NUR351,Nursing Practice 3 NUR242,Pathophysiology for Health Care 1 CXA240,Mental Health 1 NUR137,Nursing Practice 1 NUR135,Mental Health 2 NUR352,"Children and Young People focuses on the unique health and developmental needs of infants, children, and young people. You will develop the knowledge and skills to incorporate developmentally appropriate and strengths‐based approaches to communicating and working in partnership with children, young people and their families. You will critically examine the role played by social and environmental factors in child development, injury and illness. You will extend your knowledge of pathophysiology, critical thinking, clinical reasoning and evidence‐informed practice in the context of child, youth and family focused nursing care. A key focus will be the primary assessment of acutely unwell infants, children and young people.","Foundations of Nursing 1 introduces you to the foundational knowledge and skills required of registered nurses by examining a person-centred approach to nursing care from two different perspectives. The first module focuses on comfort and hygiene and explores the required nursing knowledge and skills through the lens of evidence and the application of the clinical reasoning framework. You will be introduced to the concepts of auditing and compliance in health care settings. The second module introduces culturally safe health care practice. Throughout the unit, you will explore the diversity of races, ethnicities, religions, sexualities, genders and abilities in Australia, acquiring the skills and knowledge required to respond to diverse populations.","The focus of Complex Care is on acute deterioration, illness trajectories and disease progression, assessment, collaborative patient management and pharmacology. Complex Care synthesises your knowledge of complex conditions affecting multiple body systems to manage patients with acute and chronic illnesses across the life span, including palliative and end of life care. You will be provided with a range of scenarios to apply your clinical reasoning skills and are required to recognise, interpret, analyse and record data relevant to the acutely deteriorating patient, in accordance with the NSQHS Standards. You will use current research to identify evidence‐informed nursing interventions and person‐centred management plans.","Safety and Quality in Medication Management will allow you to identify the clinical perspectives of therapeutic medication management. You will examine the Quality Use of Medications and the Registered Nurse Practice Standards (2016) to consider legal, professional standards, regulatory guidelines, and ethical practice.  You will apply the clinical reasoning cycle and national evidence-based resources to safely administer medications and work effectively as part of a multi-disciplinary health care team. Principles and socio-political and health economic implications of medication use for patients, across the lifespan, and from a range of cultural perspectives will be considered.","In Nursing Practice 4, you are required to undertake 240 hours of professional experience placement (PEP) to enable you to synthesise your conceptual, theoretical and practical knowledge and skills in order to provide high quality clinical nursing care. The PEP will prepare you for professional registration as well as enhance your understanding of the role of the registered nurse. Resources within this unit will enable you to gather and detail evidence of your progression in demonstrating the necessary capabilities of a registered nurse in accordance with the NMBA’s Registered Nurse Standards for Practice (2016).","This unit incorporates simulation-based learning and 120 hours of Professional Experience Placement (PEP). The unit content will be delivered using case based-learning and requires you to develop knowledge and clinical skill acquisition in the assessment, planning, delivery and evaluation of nursing care in meeting the needs of individuals and families across a range of health conditions. These include acute and chronic neurological, endocrine, digestive and oncology conditions through the lifespan, including pharmacology. This unit requires you to continue developing your clinical reasoning capabilities and communication skills, including the principles of interprofessional collaborative practice. Students will be expected to function within the scope of a nursing student in accordance with the Nursing and Midwifery Board Australia (NMBA) Registered Nurse Standards for Practice (2016).","Pathophysiology for Health Care 1 introduces you to alterations of homeostasis that the body cannot correct and applicable therapeutic interventions. In this unit the principles of pathophysiology and pharmacotherapeutics will be studied. Grounded in the knowledge of anatomy and physiology, the unit covers pathological alterations and defence mechanisms of the integumentary, cardiovascular, respiratory, immune and renal systems. You will explore current evidence-informed approaches used to help re-establish homeostasis, including pharmacotherapy, will be explored. A clinical reasoning framework will be used to analyse clinical scenarios to inform the delivery of evidence-informed health care. Students will be expected to develop written and oral skills that will facilitate intraprofessional, interprofessional, and patient communication of biological and therapeutic information.","Mental Health 1 introduces you to the notion of mental wellness and experiences of mental ill-health. Taking an evidenceinformed approach that is aligned to Trauma Informed Practice and to Recovery Principles, a person-centred stance will be adopted to explore the common experiences of mental ill-health. Historical and sociological insights including legal frameworks will be employed to contextualise contemporary experiences of mental ill-health and to identify the variations in manifestations across the lifespan. The experiences of different social groups will be examined. Commonly experienced co-occurring problems of physical ill-health, intellectual disability and substance mis-use will be examined.You will develop communication skills essential to establish a therapeutic alliance required when assessing the person’s needs and helping to facilitate recovery objectives. Formal mental health assessment skills will be introduced.","Nursing Practice 1 builds on your fundamental knowledge and skills introduced in Foundations of Nursing 1. It incorporates 80 hours of Professional Experience Placement (PEP) and highlights the importance of the Professional Practice Framework and the NMBA Registered Nurse Standards for Practice (2016). It introduces a diverse range of registered nurse responsibilities, with a focus on safety, quality, digital health, intra/interprofessional communication and evidence-based practice across the lifespan with a strengths-based perspective. You will continue to develop your professional portfolio and engage in critical and reflective analysis at a foundational level as you make progress towards demonstrating developing competence in practice.","Mental Health 2 will expand your knowledge of a range of mental health nursing therapeutic interventions, including psychopharmacology, aimed to support recovery for people experiencing mental health problems. You will explore techniques for attaining and retaining mental wellness for yourself and others and employ a structured framework to further develop your reflective skills to engage in therapeutic communication.Mental health legislation and the ethical implications of restrictive interventions will be examined. Strategies helpful for those experiencing mental ill-health and for different social groups from a strengths-based, human rights and social justice perspective will be explored. You will examine the contribution of mental health nursing to the health and well-being of the community, to provide person-centred care across the lifespan.",,,,,,,,,,
BA,University of Tasmania,Hobart,Bachelor of Nursing (H3O),College of Health and Medicine,"105,456",,AUD,Year,2,Years,ATAR,,,": Hobart (75), Burnie (65), Launceston (65), Sydney (65)",,,https://www.utas.edu.au/courses/h3o,English,A,Graduates of the Bachelor of Nursing complete the degree equipped with the theoretical and practical skills required by for their future career as a Registered Nurse.,"The Bachelor of Nursing is designed to prepare you for a career as a Registered Nurse. Students can apply for registration with the national regulatory authority, Ahpra, on the completion of the degree.",Australia,Yes,Yes,,Yes,Yes,,Nursing Practice 1 NUR135,Foundations of Nursing 1 NUR132,Nursing Practice 2 NUR239,Safety and Quality in Medication Management NUR241,Anatomy and Physiology for Health Care 1 CXA133,Primary Health Care 1: Introduction to Primary Health Care NUR134,Foundations of Nursing 2 NUR138,Anatomy and Physiology for Health Care 2 CXA136,Aboriginal and Torres Strait Islander Health and Wellbeing HGA246,Pathophysiology for Health Care 1 CXA240,"Nursing Practice 1 builds on your fundamental knowledge and skills introduced in Foundations of Nursing 1. It incorporates 80 hours of Professional Experience Placement (PEP) and highlights the importance of the Professional Practice Framework and the NMBA Registered Nurse Standards for Practice (2016). It introduces a diverse range of registered nurse responsibilities, with a focus on safety, quality, digital health, intra/interprofessional communication and evidence-based practice across the lifespan with a strengths-based perspective. You will continue to develop your professional portfolio and engage in critical and reflective analysis at a foundational level as you make progress towards demonstrating developing competence in practice.","Foundations of Nursing 1 introduces you to the foundational knowledge and skills required of registered nurses by examining a person-centred approach to nursing care from two different perspectives. The first module focuses on comfort and hygiene and explores the required nursing knowledge and skills through the lens of evidence and the application of the clinical reasoning framework. You will be introduced to the concepts of auditing and compliance in health care settings. The second module introduces culturally safe health care practice. Throughout the unit, you will explore the diversity of races, ethnicities, religions, sexualities, genders and abilities in Australia, acquiring the skills and knowledge required to respond to diverse populations.","Nursing Practice 2 will build on from Nursing Practice 1 and includes simulation-based learning and 120 hours of Professional Experience Placement. You will develop knowledge and clinical skill acquisition in assessment, planning, delivery, and evaluation to deliver evidenced-informed and person-centred care to meet the needs of individuals across a range of health conditions. These include acute and chronic alterations in renal, cardiovascular and respiratory health at all stages of the lifespan. Through a case-based learning approach, you will develop skills to recognise and manage the deteriorating patient, including pharmacology.You will be expected to function in accordance with the Nursing and Midwifery Board Registered Nurse Standards for Practice (2016). There will be a strong focus on the importance of team-based communication and interprofessional learning for the promotion of patient safety.","Safety and Quality in Medication Management will allow you to identify the clinical perspectives of therapeutic medication management. You will examine the Quality Use of Medications and the Registered Nurse Practice Standards (2016) to consider legal, professional standards, regulatory guidelines, and ethical practice.  You will apply the clinical reasoning cycle and national evidence-based resources to safely administer medications and work effectively as part of a multi-disciplinary health care team. Principles and socio-political and health economic implications of medication use for patients, across the lifespan, and from a range of cultural perspectives will be considered.","In Anatomy and Physiology for Health Care 1, you will explore the interdependencies of the structure, function and innate defences of the integumentary, digestive, musculoskeletal and renal systems, and the normal presence of microorganisms in the human body, across the lifespan of a healthy person using an integrative approach. Clinical reasoning will be used to analyse scenarios in order to identify, relate and interpret objective and subjective data in differentiating between normal variations and deviations from a homeostatic state, and in identifying and articulating cause and effect mechanisms. You are expected to develop written and oral skills that will facilitate interprofessional and intraprofessional communication of biological information in this unit.","You will be introduced to primary health care philosophy and practices, with emphasis on working with individuals, groups and communities to promote and maintain optimum health. Health promotion principles, practices and contemporary research are introduced. Health and health care are contextualised through an introduction to the Australian health care system with a comparison to global health care systems. You will compare the social and biomedical models of health and explore population health and the role of epidemiology for informed decision making through discussion of the national health priorities. Health equity and the influence of social determinants of health are examined, with attention to vulnerable populations and culturally safe practice.","Foundations of Nursing 2 builds on key concepts introduced in Foundations of Nursing 1. Within this unit you will continue to develop your understanding of major body systems across the lifespan. You will also advance your understanding of the clinical reasoning cycle and its application to assessing vital signs and conduct focused health interviews and physical assessments.Development of written, verbal and digital communication skills that incorporate the importance of privacy, confidentiality and security of health information form a key part of this unit.","Anatomy and Physiology for Health Care 2 continues the integrative exploration of interdependencies of the structure, function, and innate and adaptive defences of the human body across the lifespan of a healthy person, focusing on the cardiovascular, respiratory, nervous, endocrine, and reproductive systems. Clinical reasoning will be used to analyse scenarios in order to identify, relate and interpret objective and subjective data in differentiating between normal variations and deviations from a homeostatic state, and in identifying and articulating cause and effect mechanisms. You are expected to further develop their written and oral skills to facilitate interprofessional and intraprofessional communication of biological information in this unit.","This unit explores how historical, cultural and social elements, as well as previous and contemporary policy frameworks, shape the health and wellbeing of Australia’s Aboriginal and Torres Strait Islander peoples today. Cultural safety, self-determination and collaboration are central concepts within this unit. You will have the opportunity to explore your own cultural beliefs, values and attitudes, and the influence these may have on health care with Aboriginal and Torres Strait Islander peoples. You will also engage in activities that strengthen self-awareness and reflection, and which promote your capacity to demonstrate sensitivity, awareness and respect for Aboriginal and Torres Strait Islander cultures in the context of providing culturally safe health care. This unit will equip you to become a health professional who can advocate for improved health outcomes for Aboriginal and Torres Strait Islander peoples.","Pathophysiology for Health Care 1 introduces you to alterations of homeostasis that the body cannot correct and applicable therapeutic interventions. In this unit the principles of pathophysiology and pharmacotherapeutics will be studied. Grounded in the knowledge of anatomy and physiology, the unit covers pathological alterations and defence mechanisms of the integumentary, cardiovascular, respiratory, immune and renal systems. You will explore current evidence-informed approaches used to help re-establish homeostasis, including pharmacotherapy, will be explored. A clinical reasoning framework will be used to analyse clinical scenarios to inform the delivery of evidence-informed health care. Students will be expected to develop written and oral skills that will facilitate intraprofessional, interprofessional, and patient communication of biological and therapeutic information.",,,,,,,,,,
BA,University of Tasmania,Distance Launceston,Bachelor of Nursing with Clinical Honours (Transition to Practice) (H4B),College of Health and Medicine,,,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/h4b,English,A,The objectives of the Bachelor of Nursing with Clinical Honours (Transition to Practice) are to enable the student to:,"""I found the course was absolutely relevant. It filled the gap that my university degree was missing by helping me 'fit in' and adjust to a hospital environment better.""",Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,University of Tasmania,Hobart,Bachelor of Nursing with Honours (H4A),College of Health and Medicine,"33,950",,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/h4a,English,A,The objectives of the Bachelor of Nursing with Honours are:,Graduates of the Bachelor of Nursing with Honours may enter graduate/professional development programs in Australian healthcare systems. Graduates are prepared to undertake postgraduate research and activities; and gain preferential access to postgraduate courses.,Australia,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,University of Tasmania,Distance Launceston,Graduate Diploma of Nursing (Specialisation) (H6F),College of Health and Medicine,,,AUD,Year,,Year,,,,,,,https://www.utas.edu.au/courses/h6f,English,A,"The School of Nursing aims to create an educational environment that values critical reflective thinking, life-long learning and professional development.",Graduates are able to further their career development by progressing to a Master of Clinical Nursing or a research Master of Nursing.,Australia,Yes,Yes,,Yes,Yes,,Advanced Health Assessment CNA533,Introduction to Quality Health Services CNA423,The Illness Experience CNA782,Interpreting Patient Deterioration CNA772,Research for Clinical Practice A CNA672,Learning and Teaching in Healthcare Settings CNA632,Context of Diabetes Mellitus CNA603,Project Management for Health Professionals CNA613,The Politics of Acute Nursing CNA783,,This unit provides students with the potential to further develop their health assessment skills by engaging in a number of learning activities. Students will recognise the essential concepts of health assessment that can be applied in any situation and reflect on their own professional work context and the special skills they may require in this context. Students will be presented with diverse hypothetical situations (case studies) to gain insight into the adaptability of key assessment skills using a range of approaches to health assessment. 8Hp1�PU_},"Students completing this unit will have acquired knowledge of existing health service models, the internal and external factors that influence the delivery of quality services, and the best-practice models for quality service design.",In this unit students will examine the experience of illness from the patient/client perspective. The physical and psycho-social response of patients and their families to a sudden episode of illness is considered using a variety of approaches including theoretical perspectives and patient narratives. Areas to be specifically covered include: hospitalisation and sense of self; rethinking the life biography; exploring nurse-patient behaviours; patient explanations and understandings of illness.,"This unit explores physiological theories underpinning complex patient conditions. Students gain knowledge in the pathophysiology of respiratory, cardiac, haemodynamic problems including advanced supportive therapies. The unit prepares the student to apply knowledge in some specialty areas of nursing.","This unit provides you with the foundational knowledge required to appreciate the role of research in clinical practice. The unit aims to deepen appreciation of the importance of research utilisation and evidence-based practice in the provision of quality patient, woman and family care. You will gain skills in searching for and evaluating high level evidence to answer questions from clinical practice and in the critical appraisal of common types of quantitative and qualitative research. You will also explore the role that nurses and midwives play in supporting the development of cultures of inquiry within their healthcare agencies.","This unit consists of three modules.The first module introduces students to the core principal and theories of learning and teaching. Moduletwo enhances students' skills by exploring methods of teaching, and adapting teaching to a wide range of audiences and working with diversity. The final module focuses on performance, and aims to provide skills in coaching, peer review of teachingand evaluation.","Among the populations nurses engage with will be an increasingly significant proportion of people who may develop diabetes, live with diabetes or present with an acute or chronic complication of diabetes. This unit examines the aetiology, pathogenesis and determinants of health that contribute to the increasing incidence of diabetes mellitus. The outcome of this unit is for nurses to demonstrate the application of the concepts discussed in this unit to their clinical area.","Project Management for Health Professionals provides students with the foundational knowledge required to appreciate and implement practical approaches to project management in health sciences. Students will extend their skills in incorporating research evidence into health care practice through developing skills of conducting needs assessments and project management. This unit has a focus on developing the strategies necessary to initiate, plan, implement, evaluate, finalise and disseminate the results of a health sciences project.",This unit explores the context of acute care nursing within hospital and community settings. Students will examine the politics of power in nursing and the wider health arena. Specific areas include legal and ethical issues; career pathways; patient acuity; retention and education of nurses.,,,,,,,,,,,
BA,University of Tasmania,Hobart,Bachelor of Pharmacy with Applied Honours (54A),College of Health and Medicine,"147,312",,AUD,Year,4,Years,ATAR,,,70,,,https://www.utas.edu.au/courses/54a,English,A,The main aim of the course is to provide students with a specialist education in the basic and clinical pharmaceutical sciences and to enable them to gain the skills and attitudes required for the responsible practice of pharmacy.,I chose the University of Tasmania as I wanted to take advantage of its reputation for high quality learning environments while also being able to enjoy everything Tasmania has to offer.,Australia,Yes,Yes,,Yes,Yes,,Pharmacology CSA230,Pharmaceutical Science and Practice 2A CSA255,Pharmacy Practice CSA430,Pharmacy Skills in Practice 1 CSA103,Pharmaceutical Science and Practice 1 CSA157,Therapeutics in Practice 3B CSA306,Pharmacology CSA231,Evidence Based Health Care CSA288,Pharmacy Skills in Practice 3A CSA355,Biochemistry A (Pharmacy) CBA221,This unit provides an introduction to the study of drugs: chemicals that affect living systems. Fundamental concepts of drug-target interactions and how our bodies handle drugs are outlined. Emphasis is given to the clinical application of pharmacology in therapeutics through specifically-designed workshops that focus on case-studies.,"Pharmaceutical Science and Practice involves the study of the of physical and chemical (physicochemical) principles which are important in the design of dosage forms and other pharmaceutical systems. This background physicochemical knowledge is the fundamental basis of how drugs are effectively delivered to the body to exert a therapeutic effect. These principles are also applied to professional pharmacy practice, particularly with regard to extemporaneous compounding. Students develop their dispensing process by exploring more advanced extemporaneous compounding and dispensing issues. Some legal aspects of dispensing and related pharmacy practice issues are also covered. Students are introduced to professional problem-solving and decision making appropriate to the patient. There is a focus on patient-centred care as students develop their communication and patient counselling skills.","CSA430 Pharmacy Practice offers an advanced pharmacy practice teaching program incorporating placements in teaching sites throughout Tasmania, mainland Australia, Canada and the United Kingdom. Placement blocks will provide students with the opportunity to experience pharmacy practice in a variety of settings.","This unit involves a range of on-line and campus-based learning activities that introduce students to key concepts of health and healthcare, the pharmacy profession, roles of a pharmacist, quality use of medicines, government funding, regulatory bodies, the pharmaceutical industry and approval and supply of drugs, with an emphasis on the Australian Health Care system. There will be a particular focus on communication, particularly in relation to counselling on common non-prescription medications for the management of minor illnesses. Students will have a one off-visit to a community pharmacy and a local hospital. There are also scheduled workshops on Mental Health First Aid and Tasmanian Aboriginal health status, history and culture.","This unit integrates two areas of study: Pharmaceutical Science and Pharmacy Practice. Pharmaceutical Science is the study of the formulation,
manufacture, stability and effectiveness of pharmaceutical dosage forms. Pharmacy Practice is the study of the
role of the pharmacist in optimising the use of medicines, communicating
medicines and health information and improving patient outcomes. You will study
the principles of:","CSA306 Therapeutics in Practice 3B builds upon students existing knowledge of physiology, pharmacology and microbiology, in order to develop the clinical knowledge and skills necessary to deliver pharmaceutical care.","This unit provides an introduction to the study of drugs: chemicals that affect living systems. This unit consists of a detailed account of the pharmacology of drugs that affect selected organ systems. These include the pharmacology of drugs affecting the endocrine system, the respiratory system, the immune system and the central nervous system. Emphasis is given to the clinical application of pharmacology in therapeutics through specifically-designed workshops that focus on case-studies.",The Evidence Based Health Care unit is a foundation course developing your ability to understand the concepts of evidence based practice in health care delivery and to apply its principles to your own health professional environment.,"Pharmacy Skills in Practice 3A focuses on the issues and concepts associated with professional pharmacy activities and clinical pharmacy practice. You will be introduced to a range of topics, including quality use of medicines, pharmaceutical care, patient counselling and communication skills, dispensing skills, medication adherence, prescription and non-prescription medication provision, legal aspects of pharmacy practice and other professional issues. The practical component covers prescription dispensing, identification and resolution of drug-related problems, and patient counselling.","CBA221 gives pharmacy students an understanding of the following core areas of biochemistry and molecular biology: (a) structure and function of important biological macromolecules, such as nucleic acids and proteins; (b) structure, function and metabolism of amino acids, carbohydrates and lipids; (c) the integration and control of metabolism, by hormonal and other means in health and disease; (d) nutrition - role of macro- and micro-nutrients in health and disease, food composition, dietary guidelines; (e) human molecular biology in health and disease; (f) biochemistry of cancer. The role of metabolism in major human diseases (cardiovascular disease, diabetes, cancer) is emphasized.",,,,,,,,,,
DIP,University of Tasmania,Hobart,Diploma of Pharmacy Studies (X1M),,,,AUD,Year,1,Year,,,,,,,https://www.utas.edu.au/courses/x1m,English,A,"The Diploma will provide a structured pathway to the Bachelor of Pharmacy with Applied Honours, progressing students to the point where they will meet the maths and chemistry pre-requisites for the course, as well as providing students with enhanced communication skills and industry-relevant knowledge in over-the-counter medicines.",Diploma of Pharmacy graduates would have a range of skills which would enable them to be employed and/or enhance their employability within the primary care sector as pharmacy assistants or pharmacy technicians. The content would complement existing education offered within the pharmacy sector by TAFE and professional bodies.,Australia,Yes,Yes,,Yes,Yes,,Learning at University XAB011,Pharmacy Skills in Practice 1 CSA103,Chemistry for Life Sciences KRA161,Bridging Maths XAB090,Complementary Medicines in Contemporary Society CSA120,Professional Communication ZAA135,Experiencing Science XAB080,,,,"This unit provides underpinning skills, theories, techniques, and strategies to prepare you for University-level study and to understand yourself as a learner. You will be introduced to concepts of self-management and relevant practical skills that can be applied effectively in other units. You will explore concepts such as strengths-based learning, engagement and flow, motivation, work/life balance, resilience strategies, critical thinking, and work styles. In addition, you will learn and utilise practical skills such as reflective writing, preparing oral presentations, productivity, transferable skills, goal setting, research methods, career investigation, expository writing, mind mapping and effective study techniques. The overarching aim of this unit is to provide you with the recognition of your strengths and skills, strategies to develop confidence as a student and to be successful in your future university studies.","This unit involves a range of on-line and campus-based learning activities that introduce students to key concepts of health and healthcare, the pharmacy profession, roles of a pharmacist, quality use of medicines, government funding, regulatory bodies, the pharmaceutical industry and approval and supply of drugs, with an emphasis on the Australian Health Care system. There will be a particular focus on communication, particularly in relation to counselling on common non-prescription medications for the management of minor illnesses. Students will have a one off-visit to a community pharmacy and a local hospital. There are also scheduled workshops on Mental Health First Aid and Tasmanian Aboriginal health status, history and culture.","This unit explores the chemistry of skeletal muscles - bonding and interactions that allow muscles to work, and nutrient cycles - carbon, nitrogen and phosphorus - reactions and their conditions. Through these themes, this unit covers introductory chemistry for students with no previous knowledge of chemistry who intend to study science, particularly the biological sciences.","Bridging Maths explores essential foundation skills and knowledge in mathematics. This unit is designed to help you to improve your maths skills and confidence, whilst developing good study habits in preparation for university study. You will have the opportunity to practice fundamental skills, before applying your knowledge to solve problems independently. This unit prepares you for further study in business and science related courses. It is a recognised prerequisite for BEA140 Quantitative Methods and a recommended pathway for KMA002 Maths Applied Foundation. Topics covered include: order of operations, linear, quadratic and exponential equations, graphical methods and modelling, indices and logarithms, trigonometry or sequences and series, and basic statistics. It is strongly recommended that you have some prior experience of studying basic algebra (even if it was a while ago) as basic algebra concepts are reviewed but are not taught explicitly","Pulling together the disciplines of sociology, law and complementary medicine this unit is designed for students who want to develop their knowledge in order to understand, debate and critically analyse the use and place of complementary medicines in the modern health care system. Drawing on a range of online teaching methods, learning modules will focus on topics such as understanding the use of complementary medicines in Australia and around the world, the question of evidence and the role of ethics and the law in regulating the availability, safety and advertising of complementary medicines. Students will address issues of locating reliable information on complementary medicines and will develop an understanding of the environmental issues that arise from the increased popularity of these medicines.","This unit introduces you to effective professional communication techniques and practices applicable to the workplace and study. You will learn about the foundations of communication, the various communication styles, professional etiquette, and different types of communication behaviours.  A central focus of this unit is for you to understand your own style, and gain an awareness of how you communicate and how others might feel based on how you behave and interact. In addition, you will explore a range of barriers and enablers to effective communication, and develop strategies such as active listening, conflict resolution, and giving and receiving feedback. You will practice, and be assessed on, effective communication in groups and in a simulated environment. This will include participation in role plays, interviewing others, presenting ideas, and completing various group and individual activities.","In this unit you will develop the skills needed to work in academic lab settings and carry out experiments in a safe, ethical and responsible way. Through a range of learning activities, you will explore basic concepts in various sciences to complete experiments performed in labs. The focus will be on building report writing skills via a series of workshops and assessment tasks that call for an increased ability to communicate experiment results in a written format. You will also explore ethical considerations of conducting and reporting on scientific research",,,,2020: $835.00,,,"2020: $1,190.00",,2020: $835.00,"2020: $1,190.00",,,
