Level code,University,City,Courses,Faculty,Int fees,Local fees,Currency,Currency Time,Duration,Duration Time,Prerequiste_1,Prerequiste_2,Prerequiste_3,Prerequiste_1_grade,Prerequiste_2_grade,Prerequiste_3_grade,Website,course_lang,Availability,Description,Career outcomes,Country,Online,Offline,Distance,Face to face,Blended,Remarks,Course delivery mode,Free TAFE,Subject or unit name 1,Subject or unit name 2,Subject or unit name 3,Subject or unit name 4,Subject or unit name 5,Subject or unit name 6,Subject or unit name 7,Subject or unit name 8,Subject or unit name 9,Subject or unit name 10,subject or unit description 1,subject or unit description 2,subject or unit description 3,subject or unit description 4,subject or unit description 5,subject or unit description 6,subject or unit description 7,subject or unit description 8,subject or unit description 9,subject or unit description 10,Subect or unit objective 1,Subect or unit objective 2,Subect or unit objective 3,Subect or unit objective 4,Subect or unit objective 5,Subect or unit objective 6,Subect or unit objective 7,Subect or unit objective 8,Subect or unit objective 9,Subect or unit objective 10
DIP,TAFE SA,Online,Diploma of Human Resources Management,Business and Marketing,"$4,671",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01127.aspx?S=AWD&Y=2021,English,A,This course provides the skill and knowledge to individuals who possess a sound theoretical knowledge base in human resources management and demonstrate a range of managerial skills to ensure that human resources functions are effectively conducted in an organisation or business area.,"Human resources adviser, human resources and change manager, human resources consultant, human resources manager, senior human resources officer.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Apprenticeships & Traineeships,No,Develop and manage performance management processes,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",Manage employee relations,Manage human resources services,Manage recruitment selection and induction processes,Manage workforce planning,,,,,,,,,,,,,,,,,,,,,,,,
BA,TAFE SA,Online,Diploma of Human Resources Management/ Bachelor of Business (Human Resource Management) - Flinders Uni Pathway,Business and Marketing,"$4,752 -
                          $5,016",,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP00025.aspx?S=AWD&Y=2021,English,A,This course provides the skill and knowledge to individuals who possess a sound theoretical knowledge base in human resources management and demonstrate a range of managerial skills to ensure that human resources functions are effectively conducted in an organisation or business area.,"Human resources adviser, human resources and change manager, human resources consultant, human resources manager, senior human resources officer.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,Develop and manage performance management processes,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",Manage employee relations,Manage human resources services,Manage recruitment selection and induction processes,Manage workforce planning,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Online,Diploma of Practice Management,Business and Marketing,"$6,267 -
                          $7,173",,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00878.aspx?S=AWD&Y=2021,English,A,This course would suit employees who undertake a range of functions requiring application of knowledge and skills to achieve results in line with the organisation/business's goals and strategic direction. These workers manage the operations and promotion of professional practices in the health sector.,"Workers with this qualification manage the operations and promotion of professional practices in the health sector. Occupational titles for these workers may include Practice Manager, Program Manager, Service Manager.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training or VET Student Loans will be required to demonstrate satisfactory reading, writing and numeracy skills",Apprenticeships & Traineeships,No,Implement and monitor infection prevention and control policies and procedures,Interpret and apply medical terminology appropriately,Manage budgets and financial plans,Manage health billing and accounting system,Manage legal and ethical compliance,Manage people performance,Manage quality customer service,Manage risk,Manage work health and safety,Work with diverse people,,,,,,,,,,,,,,,,,,,,
ADIP,TAFE SA,Online,Advanced Diploma of Leadership and Management,Business and Marketing,"$5,472 -
                          $6,080",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00805.aspx?S=AWD&Y=2021,English,A,This course reflects the role of strategic leaders who use initiative and judgement to plan and implement a range of leadership and management functions across an organisation.,This course is a highly sought after qualification reflecting the role of individuals who have senior managerial responsibilities. These professionals may oversee the work of others or have specialised roles where they do not supervise others but provide strategic leadership.,Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,Develop and implement a business plan,Lead and manage organisational change,Manage finances,Provide leadership across the organisation,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIP,TAFE SA,Online,Advanced Diploma of Management (Human Resources),Business and Marketing,"$5,088",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00790.aspx?S=AWD&Y=2021,English,A,"This course reflects the role of individuals who provide leadership and strategic direction in the human resources activities of an organisation. Typically these individuals analyse, design and execute judgements using wide ranging technical, creative, conceptual or managerial competencies. This professional knowledge base may be highly specialised or broad within the human resources field.","On successful completion of this course the participant will have the skills and knowledge required for roles such as Human Resources Director, Human Resources Strategist and National, Regional or Global Human Resources Manager.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,Contribute to organisation development,Develop and implement diversity policy,Develop and implement strategic plans,Lead and manage organisational change,Manage human resources strategic planning,Provide leadership across the organisation,,,,,,,,,,,,,,,,,,,,,,,,
ADIP,TAFE SA,Online,Advanced Diploma of Management (Human Resources)/Bachelor of Business - Flinders Uni Pathway,Business and Marketing,"$5,170",,AUD,Year,36,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP00004.aspx?S=AWD&Y=2021,English,A,"This course reflects the role of individuals who provide leadership and strategic direction in the human resources activities of an organisation. Typically these individuals analyse, design and execute judgements using wide ranging technical, creative, conceptual or managerial competencies. This professional knowledge base may be highly specialised or broad within the human resources field.","On successful completion of this course the participant will have the skills and knowledge required for roles such as Human Resources Director, Human Resources Strategist and National, Regional or Global Human Resources Manager.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,Contribute to organisation development,Develop and implement diversity policy,Develop and implement strategic plans,Lead and manage organisational change,Manage human resources strategic planning,Provide leadership across the organisation,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Contractor's Licensing Unit - Establish Legal and Risk Management Requirements for Small Business,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T540551813.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Contractor's Licensing Unit - Plan Small Business Finances,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T103211161.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Labour Hire Licensing Unit - Establish Legal and Risk Management Requirements for Small Business,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T558834906.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Labour Hire Licensing Unit - Manage Remuneration and Employee Benefits,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T533748868.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Human Resources Management,Business and Marketing,,,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01127.aspx?S=APP&Y=2021,English,A,This course provides the skill and knowledge to individuals who possess a sound theoretical knowledge base in human resources management and demonstrate a range of managerial skills to ensure that human resources functions are effectively conducted in an organisation or business area.,"Human resources adviser, human resources and change manager, human resources consultant, human resources manager, senior human resources officer.",Australia,Yes,Yes,,Yes,Yes,"

Help with Fees






              
                  Upfront Payment
                

Each semester, fees can be paid online with VISA or Mastercard or at an Australia Post outlet. 


                      Read More
                    






              
                    VET Student Loan
                  


                      This is an interest-free personal loan from the Australian Government that provides eligible students access
                      to capped funding to help pay for their studies.
                    


                        Read More
                      






              
                  Payment Plan
                

 If you have difficulty paying your fees upfront, you may be eligible for a payment plan.


                      Read More
                    





",Apprenticeships & Traineeships,No,Develop and manage performance management processes,"Implement and monitor WHS policies, procedures and programs to meet legislative requirements",Manage employee relations,Manage human resources services,Manage recruitment selection and induction processes,Manage workforce planning,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Practice Management,Business and Marketing,,,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00878.aspx?S=APP&Y=2021,English,A,This course would suit employees who undertake a range of functions requiring application of knowledge and skills to achieve results in line with the organisation/business's goals and strategic direction. These workers manage the operations and promotion of professional practices in the health sector.,"Workers with this qualification manage the operations and promotion of professional practices in the health sector. Occupational titles for these workers may include Practice Manager, Program Manager, Service Manager.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Reading, writing and numeracy skills are assessed using the Core Skills Profile for Adults (CSPA). This assessment is used to determine whether you will be required to undertake additional support units alongside your qualification or undertake a pathway course before commencing your chosen qualification. If you receive an offer, more information will be provided at your enrolment session.
This course has more than one intake each Semester and you will commence at the next available intake.


",Apprenticeships & Traineeships,No,Implement and monitor infection prevention and control policies and procedures,Interpret and apply medical terminology appropriately,Manage budgets and financial plans,Manage health billing and accounting system,Manage legal and ethical compliance,Manage people performance,Manage quality customer service,Manage risk,Manage work health and safety,Work with diverse people,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,Berri,Certificate II in Retail Services,Business and Marketing,"$1,496 -
                          $1,710",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00921.aspx?S=AWD&Y=2021,English,A,"Gain the skills and knowledge to be competent in a range of activities and functions requiring basic retail operational knowledge and practical skills. Work would be undertaken in various retail store settings, such as specialty stores, supermarkets, department stores and retail outlets.","Retail is one of the largest employment sectors in Australia with many opportunities for graduates. These roles include merchandising, buying, selling, marketing and styling and can be in a diverse range of businesses including fashion, footwear and accessories. Possible job roles include: Sales Assistant, Customer Service Assistant.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Advise on products and services,Communicate in the workplace to support team and customer outcomes,Contribute to workplace health and safety,Engage the customer,Identify and respond to security risks,Organise personal work requirements,Work effectively in a service environment,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,Adelaide City,Certificate III in Retail,Business and Marketing,"$1,829 -
                          $2,019",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00922.aspx?S=AWD&Y=2021,English,A,"This qualification reflects the role of individuals who have the primary responsibility of engaging the retail customer, maintaining daily store operations and delivering on organisational expectations.
This course is delivered across the state and has a blended learning approach. 
See important information below for delivery locations and information about the blended learning approach and workshop locations.","Frontline sales assistant, customer service representative, retail supervisor, team leader, senior sales assistant.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Assist with customer difficulties,Build customer relationships and loyalty,Contribute to workplace health and safety,Engage the customer,Identify and respond to security risks,Sell to the retail customer,Work effectively in a service environment,Work effectively in a team,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Customer Service Skills 1,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T635601441.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Customer Service Skills 2 - Building Customer Service Relations,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T635696896.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Customer Service Skills 3 - Retail Register and Security Training,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T635777452.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Customer Service Skills 4 - Visual Merchandising Training,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T635852193.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,HLTSS00065 - Infection control Skill Set (Retail),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T636535021.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTII,TAFE SA,,Certificate II in Retail Services,Business and Marketing,,,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00921.aspx?S=APP&Y=2021,English,A,"Gain the skills and knowledge to be competent in a range of activities and functions requiring basic retail operational knowledge and practical skills. Work would be undertaken in various retail store settings, such as specialty stores, supermarkets, department stores and retail outlets.","Retail is one of the largest employment sectors in Australia with many opportunities for graduates. These roles include merchandising, buying, selling, marketing and styling and can be in a diverse range of businesses including fashion, footwear and accessories. Possible job roles include: Sales Assistant, Customer Service Assistant.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Adelaide City Campus has more than one intake each Semester and you will commence at the next available intake.
Student course costs may be lower, depending upon eligibility.


",Apprenticeships & Traineeships,No,Advise on products and services,Communicate in the workplace to support team and customer outcomes,Contribute to workplace health and safety,Engage the customer,Identify and respond to security risks,Organise personal work requirements,Work effectively in a service environment,,,,,,,,,,,,,,,,,,,,,,,
CERTIII,TAFE SA,,Certificate III in Retail,Business and Marketing,,,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00922.aspx?S=APP&Y=2021,English,A,"This qualification reflects the role of individuals who have the primary responsibility of engaging the retail customer, maintaining daily store operations and delivering on organisational expectations.
This course is delivered across the state and has a blended learning approach. 
See important information below for delivery locations and information about the blended learning approach and workshop locations.","Frontline sales assistant, customer service representative, retail supervisor, team leader, senior sales assistant.",Australia,Yes,Yes,,Yes,Yes,"

Important Information



Adelaide City Campus has more than one intake each Semester and you will commence at the next available intake.


",Apprenticeships & Traineeships,No,Assist with customer difficulties,Build customer relationships and loyalty,Contribute to workplace health and safety,Engage the customer,Identify and respond to security risks,Sell to the retail customer,Work effectively in a service environment,Work effectively in a team,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Customer Service Workshop,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T518134036.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Fashion Retail Ready,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T518429309.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Visual Merchandise Workshop,,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/vet/vet_T518520419.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Online,Certificate IV in Marketing and Communication,Business and Marketing,"$5,074",,AUD,Year,6,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00896.aspx?S=AWD&Y=2021,English,A,"Do you have a curious mind and can think on your feet? This qualification will set you on a path to start a career in marketing and communication and provide you with current business and marketing knowledge. Through your studies you will be taught the principles of marketing, digital communication, teamwork and customer service. Apply today and stay ahead in the job market.","Direct marketing officer, marker research, assistant, marketing coordinator, marketing officer, public relations officer.",Australia,Yes,Yes,,Yes,Yes,No course admission requirements,Apprenticeships & Traineeships,No,Apply digital solutions to work processes,Apply marketing communication across a convergent industry,"Articulate, present and debate ideas",Develop and apply knowledge of marketing communication industry,Make a presentation,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,Online,Diploma of Marketing and Communication,Business and Marketing,"$6,392",,AUD,Year,18,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00897.aspx?S=AWD&Y=2021,English,A,"Are you ready for an exciting career in the ever-changing world of marketing and communication? As you immerse yourself in your studies you will explore social and digital insights, learn key concepts of marketing and gain knowledge of the latest marketing trends, both locally and from across the globe. Learn how to effectively promote a business and apply practical skills to any industry. Apply today to stay ahead in the job market.
Please note, before starting the Diploma of Marketing and Communication, five pre-requisite units from the Certificate IV in Marketing and Communication need to be successfully completed.","Assistant account planner, media assistant, assistant media buyer, assistant media planner.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Apprenticeships & Traineeships,No,Design and develop an integrated marketing communication plan,Interpret market trends and developments,Undertake project work,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,TAFE SA,Online,Diploma of Marketing and Communication/Bachelor of Business (Marketing) - Flinders Uni Pathway,Business and Marketing,"$5,535",,AUD,Year,36,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_DP00037.aspx?S=AWD&Y=2021,English,A,"Are you ready for an exciting career in the ever-changing world of marketing and communication? As you immerse yourself in your studies you will explore social and digital insights, learn key concepts of marketing and gain knowledge of the latest marketing trends, both locally and from across the globe. Learn how to effectively promote a business and apply practical skills to any industry. Apply today to stay ahead in the job market.
Please note, before starting the Diploma of Marketing and Communication, five pre-requisite units from the Certificate IV in Marketing and Communication need to be successfully completed.","Assistant account planner, media assistant, assistant media buyer, assistant media planner.",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access VET Student Loans are required to demonstrate satisfactory reading, writing and numeracy skills, or provide evidence of successful completion of SACE Stage 2 or equivalent Australian Year 12 certificate, or completion of Certificate IV or above",Normal,No,Design and develop an integrated marketing communication plan,Interpret market trends and developments,Undertake project work,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,,Certificate IV in Marketing and Communication,Business and Marketing,,,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00896.aspx?S=APP&Y=2021,English,A,"Do you have a curious mind and can think on your feet? This qualification will set you on a path to start a career in marketing and communication and provide you with current business and marketing knowledge. Through your studies you will be taught the principles of marketing, digital communication, teamwork and customer service. Apply today and stay ahead in the job market.","Direct marketing officer, marker research, assistant, marketing coordinator, marketing officer, public relations officer.",Australia,Yes,Yes,,Yes,Yes,"

How to Apply



Apprenticeships/Traineeships
 Find out how to apply for
                        
                          Apprenticeships & Traineeships.

Note: You must be an Australian Resident to apply for this course. For International Students
                  please visit
                  International Courses.
                

",Apprenticeships & Traineeships,No,Apply digital solutions to work processes,Apply marketing communication across a convergent industry,"Articulate, present and debate ideas",Develop and apply knowledge of marketing communication industry,Make a presentation,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Marketing and Communication,Business and Marketing,,,AUD,Year,24,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00897.aspx?S=APP&Y=2021,English,A,"Are you ready for an exciting career in the ever-changing world of marketing and communication? As you immerse yourself in your studies you will explore social and digital insights, learn key concepts of marketing and gain knowledge of the latest marketing trends, both locally and from across the globe. Learn how to effectively promote a business and apply practical skills to any industry. Apply today to stay ahead in the job market.
Please note, before starting the Diploma of Marketing and Communication, five pre-requisite units from the Certificate IV in Marketing and Communication need to be successfully completed.","Assistant account planner, media assistant, assistant media buyer, assistant media planner.",Australia,Yes,Yes,,Yes,Yes,"Important Information



Applicants who have not completed Certificate IV in Marketing and Communication will be required to complete the 5 core units of Certificate IV before commencing Diploma subjects. Normal fees will apply and will not be covered by VET Student Loans.",Apprenticeships & Traineeships,No,Design and develop an integrated marketing communication plan,Interpret market trends and developments,Undertake project work,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIP,TAFE SA,,Diploma of Marketing and Communication,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP00897.aspx?S=INT&Y=2021,English,A,"Are you ready for an exciting career in the ever-changing world of marketing and communication? As you immerse yourself in your studies you will explore social and digital insights, learn key concepts of marketing and gain knowledge of the latest marketing trends, both locally and from across the globe. Learn how to effectively promote a business and apply practical skills to any industry. Apply today to stay ahead in the job market.
Please note, before starting the Diploma of Marketing and Communication, five pre-requisite units from the Certificate IV in Marketing and Communication need to be successfully completed.","Assistant account planner, media assistant, assistant media buyer, assistant media planner.",Australia,Yes,Yes,,Yes,Yes,,Apprenticeships & Traineeships,No,Design and develop an integrated marketing communication plan,Interpret market trends and developments,Undertake project work,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Apply Legal Principles in Property Law - FNSTPB505 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T001947839.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Australian Commercial Law I - TAFESA TPB TAX3 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T833466181.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Australian Commercial Law II - TAFESA TPB TAX4 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T833472289.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Australian Commercial Law III - TAFESA TPB TAX5 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T833477950.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Australian Taxation Law I - TAFESA TPB TAX1 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T833449739.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Australian Taxation Law II - TAFESA TPB TAX2 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T833459706.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,BAS Agent Registration 2 - Establish and Maintain a Payroll System,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T102647535.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,BAS Agent Registration 3 - Carry out Business Activity and Instalment Statement Tasks,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T586889652.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Basic Accountancy Principles for Tax Agents - TAFESA TPB 12 (Tax Agent Registration),Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T789772175.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Business Tax and Computerised Accounting,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T816278592.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Business Tax Calculations,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T237626218.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Prepare Income Tax for Businesses,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T237948315.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Prepare Income Tax for Individuals and Sole Traders,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T237919626.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,"Tax Agent Services Act 2009 (TASA) including the Code of Professional Conduct - TPB TAX4 (Tax Agent, BAS Agent and Tax [Financial] Adviser Registration)",Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T781886924.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERTI,TAFE SA,Online,Certificate IV in Work Health and Safety,Business and Marketing,"$3,344",,AUD,Year,12,Months,,,,,,,https://www.tafesa.edu.au/xml/course/aw/aw_TP01156.aspx?S=AWD&Y=2021,English,A,"This course is designed for people currently working in a WHS role who may or may not work under supervision. It reflects the role of workers who apply a broad knowledge base and well-developed skills in a wide variety of contexts and may include coordinators, advisors and facilitators. It covers compliance, consultation and participation processes, hazard identification, risk assessment, risk control, WHS managing systems and responding to incidents.","Work Health, Safety & Environment Professional",Australia,Yes,Yes,,Yes,Yes,"No course admission requirements, however, students wishing to access subsidised training will be required to demonstrate satisfactory reading, writing and numeracy skills",Apprenticeships & Traineeships,No,Assist with workplace compliance with WHS laws,Contribute to Implementation and Maintenance of WHS Consultation and Participation Processes,Contribute to implementing WHS management systems,Contribute to WHS risk management,Contribute to workplace incident response,,,,,,,,,,,,,,,,,,,,,,,,,
,TAFE SA,,Health and Safety Representative Training - Level 1,Business and Marketing,,,AUD,Year,,Months,,,,,,,https://www.tafesa.edu.au/xml/course/sc/sc_T629176978.aspx,English,A,,,Australia,Yes,Yes,,Yes,Yes,,Normal,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
